Sample Name,062618QPJ1,062618QPJ2,062618QPJ3,062618QPJ4,062618QPJ5,062618QPJ6,062618QPJ7,062618QPJ8,062618QPJ9,062618QPJ10,062618QPJ11,062618QPJ12,062618QPJ13,062618QPJ14,062618QPJ15,062618QPJ16,062618QPJ17,062618QPJ18,062618QPJ19,062618QPJ20,062618QPJ21,062618QPJ22,062618QPJ23,062618QPJ24,062618QPJ25
dUMP-nega,43021.86762,95860.72543,69625.0722,39554.16816,46401.99559,50662.93514,46990.48023,20646.69234,29922.30301,44386.73915,15146.79624,21872.63675,16286.1716,34580.27898,14041.50481,13258.97552,12225.93244,7599.380505,9822.183885,10714.53163,11159.20371,3435.42782,15528.87887,19131.61923,21912.47144
Geranyl-PP,231478.3463,193112.8815,307657.4656,253342.9311,262279.4771,75445.75172,410870.9094,556843.6857,752230.4508,623256.1768,755919.8531,780276.9418,821724.9964,743644.498,620562.7671,783991.0484,719988.2809,788345.5715,697136.1176,1011485.871,908881.2063,986986.3566,834368.8095,827423.0113,1014920.366
O8P-O1P,1720460.192,1833097.543,1949373.581,1976882.797,1690176.634,1522033.028,1399964.553,1334461.044,1627532.716,1208632.225,1144723.344,1188859.593,1024987.271,1153847.968,1135042.661,1101786.177,961190.9991,886135.0982,1078183.061,878670.7083,795010.9673,699784.6285,860653.2483,796942.1569,853285.6126
dTMP-nega,55421.31488,52968.93929,51981.51409,63702.08921,50136.0809,27622.42135,25678.0854,15660.94915,24905.12052,32764.22428,18166.88228,15265.06242,8432.564633,20085.3192,19648.58644,8502.883892,9469.194908,14802.32491,11715.68581,17475.27714,5805.570989,N/A,11257.44363,13413.16959,9081.38691
cyclic-AMP,1252962.959,1269358.862,749136.5174,832935.6009,1051284.459,681201.2675,790868.9106,784869.7679,652925.899,686908.8105,696835.9979,677155.1415,695192.3914,619401.6784,663003.9823,743040.8116,718022.3361,762359.6611,680904.1501,541152.4004,862262.1801,803476.6198,754766.5837,712019.4647,1047812.207
"fructose-1,6-bisphosphate",3439832.784,2962378.52,2784541.318,3016825.751,2531767.483,1737487.154,1052627.467,912199.1792,1084658.816,941452.1021,1048852.639,1046416.382,935932.5301,1087281.5,643761.0431,1021846.361,1040790.603,1039745.652,1125194.447,1072925.422,1091561.92,1082306.99,1299632.09,1206437.95,838456.2057
trehalose-sucrose,44036.62175,75853.86753,72520.09579,61612.69485,70479.19268,77578.5724,49683.70203,68705.27155,77378.31608,100238.2107,123339.7512,121744.014,85709.92968,106397.7879,106839.0206,122178.8245,144765.4625,203723.9068,166762.8663,93210.87963,122099.7259,127199.3856,104390.4105,121591.0396,159524.8306
Cellobiose,9031.251867,5452.652857,8398.351688,N/A,11589.73823,N/A,N/A,8338.435002,11550.60519,4843.008367,3733.572631,27018.70045,N/A,8055.098718,4035.396368,6462.876958,10981.99562,N/A,N/A,5812.590772,N/A,8797.640786,12627.45285,10931.78339,N/A
orotidine-5-phosphate,N/A,N/A,5779.163987,12373.87368,6386.953161,N/A,6712.941747,7415.535004,N/A,6162.827924,11663.22827,7278.701849,N/A,18864.96388,7207.611282,9273.071706,12931.29819,N/A,N/A,13225.50872,6500.369707,8227.096399,26268.90009,N/A,6319.534162
SBP,561379.2508,605890.5993,675298.8491,557298.2255,623700.5097,407624.7696,269972.8671,251838.6652,423072.1007,295443.9059,255847.6266,246699.6356,235486.5827,257856.1819,103801.9905,206028.0772,199667.7591,183871.3978,175143.6256,183968.3483,174328.4099,223450.4934,208699.6753,204474.647,179705.805
"trans, trans-farnesyl diphosphate",157458.7114,170775.0899,141043.7647,125943.7192,155867.0353,110450.3289,119010.3605,135399.5901,109781.2238,122121.3913,97712.70866,86733.24276,115884.5386,115912.7234,81499.91622,91729.01553,108147.6769,99415.95386,110957.6539,83218.35412,88675.40713,112256.6046,118164.2457,78617.4555,92910.91524
S-adenosyl-L-homocysteine-nega,474674.9844,540627.2269,308752.1834,308567.7557,399586.1968,154037.772,180868.8743,131721.1047,147052.2573,163698.0893,119644.5835,169200.5657,177541.0017,273114.6146,200210.8104,173487.0589,168799.6884,82414.55877,102333.7616,85585.93579,163012.4448,148854.5753,68336.66709,93667.95021,106378.329
dCDP-nega,37900.12759,31416.37965,18141.36301,21943.62334,21849.77255,38475.54221,59131.03449,28781.02412,30286.99286,30381.20488,11630.28543,14979.22226,16371.57404,17417.89436,5868.823574,6367.57642,N/A,11548.73136,21765.64152,10033.35599,7001.935646,5799.530254,7359.476435,9017.941911,15657.92906
5-phosphoribosyl-1-pyrophosphate,96018.29994,101096.4369,94618.92502,87191.75155,59870.68785,51229.84484,49480.54807,48965.02995,90543.96841,48866.54296,60281.83347,40847.2032,36850.36041,51157.21237,47984.1189,38297.35487,8457.956385,19052.69368,32843.57121,94782.11366,50503.5788,32669.21917,51570.41486,49773.92212,51369.23961
Deoxycholic acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OBP,436951.896,575276.684,572975.7868,711537.9183,545457.2937,286432.9966,260035.1175,175456.2024,283297.2371,221708.6818,104925.7995,94691.43196,73475.68186,124521.1291,269105.1346,62784.57602,232646.6527,217568.8653,97342.98008,207586.2056,282281.0415,245590.1518,195510.293,191449.2586,232907.7197
dTDP-nega,63915.36178,72013.55032,40328.89817,34739.41376,47586.45821,30466.03625,34248.78191,23537.81014,7779.159281,21466.72378,15011.37996,25550.46438,8722.686241,5028.056521,4233.28339,5005.692795,6422.342323,5495.718309,4228.061641,9846.288636,13620.74999,4909.198102,8680.912285,16790.52143,12974.12381
CDP-nega,231775.2664,252283.8372,234635.9233,235164.632,199366.3196,218966.7501,179218.3442,160585.3343,175386.8,186866.1068,125678.4612,134518.2492,163047.928,104585.3413,100234.6687,135979.4029,124827.5759,101352.2448,158380.8041,134160.9708,141104.5604,154038.8108,116501.139,135542.894,192165.5393
UDP-nega,2096287.07,2446519.907,2195897.027,2065667.96,1866316.74,1790526.615,1414512.875,1180208.904,566364.3669,1135116.359,1182952.393,1013778.936,948644.1572,934035.4435,724887.4181,621465.6792,661999.8995,706825.5756,901584.3509,1111830.036,846504.9258,1086702.163,882318.016,836384.77,898407.5625
Cholic acid,6746.668942,7265.660903,9160.716301,12668.09151,N/A,8444.084697,11824.73334,N/A,N/A,11821.87388,7105.537225,7589.708732,5905.31123,4766.471146,9597.727918,N/A,10487.03459,4898.199889,5689.973256,N/A,17713.03742,5548.931572,6728.926422,7029.546717,N/A
trehalose-6-Phosphate,4223968.018,4684518.094,5511854.075,4216832.93,4259443.768,3556697.483,3928404.634,2936233.512,3874176.797,4077903.624,2805054.564,2646414.048,2900568.988,3467766.149,2474281.012,1881382.671,2060296.01,2429115.387,2309843.132,2170308.052,2373204.882,1987816.323,1959431.553,1994097.711,2375814.075
Thiamine pyrophosphate,739334.3298,621313.5753,556038.456,505996.1279,519568.9259,643326.9144,772295.7273,852673.6272,506530.9393,635126.4551,672419.5422,639985.9708,589938.1647,611984.4954,679525.3639,565760.7469,772.8368934,529913.5938,670494.0402,536758.2481,7938.914863,638300.8524,612684.7331,520864.375,6765.753618
adenosine 5-phosphosulfate,100890.4567,97060.99134,112327.166,89833.67451,87253.91116,96078.25318,85843.1105,89477.82571,90366.49215,77593.46843,65874.38999,79426.06641,96280.01965,55278.22729,51656.71956,54715.59122,36304.60393,47921.67579,64998.61044,81144.0993,60785.87007,63662.28006,76013.60799,58249.60231,56475.17667
ADP-nega,8560513.258,8457115.007,8517932.272,7498928.468,7994061.309,7802181.368,6790497.845,6993814.781,6403154.94,6070369.695,5104976.894,5063536.084,4900701.201,5126986.101,4257894.293,3886724.808,3222593.619,3940444.155,4540666.481,5269568.672,4608245.074,5284665.997,4625734.768,4223674.36,3634952.888
dGDP-nega,7989918.752,7509899.309,8431767.84,7258487.205,7611482.77,8397317.592,6732325.331,7414053.4,6893065.128,6100801.131,5191464.773,5052650.156,4572178.285,4745565.543,4060254.053,3545345.659,3102539.913,3883829.35,4084433.101,5181049.425,4715389.227,4685346.263,4564458.753,4591137.879,3910485.946
IDP-nega,1028069.436,1204091.635,1152169.021,935951.5901,1007475.253,1039063.009,888791.795,1060831.23,842853.2815,886450.2302,710542.4454,719544.3168,603395.1691,562161.9379,545689.1044,524071.9739,426281.8478,492229.5654,585452.0176,643939.2091,641237.3918,543215.2686,661652.2623,633490.8979,480703.513
GDP-nega,122302.939,118400.0488,143589.9082,132131.1648,105511.6705,105178.264,112457.3516,108924.6636,131642.3755,104725.0855,94771.27482,81908.06869,65880.9605,63515.3637,43046.61084,55708.86654,59134.23849,54005.3706,65335.4323,103887.6744,53849.18157,80405.07195,82746.00374,66730.46792,52319.32583
CDP-ethanolamine,394264.1759,277363.6433,269083.5959,245147.4177,258945.6607,364514.4581,353346.592,351820.3682,363618.301,355313.996,286115.8186,311513.3212,221853.9822,252368.7905,255669.7793,237328.7926,212014.1213,191369.7067,193454.0744,217132.9967,195826.962,176199.1287,155359.507,207265.6229,205127.5505
FMN,25303.17675,28773.5867,19954.11481,20185.73895,25717.96636,10365.0766,26845.87912,18358.94094,10978.5621,10978.62182,16079.59646,9160.768418,8527.442024,12059.06425,10134.87558,13285.26844,12640.07281,13070.35538,10974.64535,11819.50877,11781.77237,5536.218884,10951.7323,12461.35937,5823.427513
cholesteryl sulfate,598013.9077,469330.9239,544831.1296,639002.6362,382252.2356,423965.9704,400171.2263,464882.7246,383867.4374,605463.7953,343538.3811,322696.7177,360129.7117,415212.6792,274660.3884,493696.1784,990780.187,830153.2101,1171141.701,817381.3386,960432.2584,1681251.474,1547819.888,1353210.653,977562.5162
dCTP-nega,108949.1499,129780.1464,96016.7173,105565.7457,81096.99027,97799.40024,95439.29306,53129.53487,35470.85125,63838.38971,54079.54703,56285.47633,52146.74381,42334.73486,19396.45025,26224.73154,26180.59941,16040.79246,27014.72027,64111.1934,23647.49865,41919.20476,29736.73712,37322.29235,34157.80812
dUTP-nega,32878.60096,18526.00371,27001.1771,27557.98849,24051.55141,16873.42379,26158.3993,8630.68574,22054.33047,10118.38335,8399.672565,7709.480252,8222.508996,N/A,8538.037156,7741.789271,16630.39794,13503.03268,N/A,12634.37302,N/A,11827.16966,9262.161925,N/A,24387.07587
dTTP-nega,395840.5826,349358.2805,272981.3711,241899.2808,229003.2417,223191.3027,214086.74,119238.8454,152620.9456,166550.773,129721.5254,107876.0127,63887.87787,81497.7136,57902.63275,60273.36504,56211.17572,54789.59695,76751.91189,102370.8772,73478.32555,43316.23865,47570.51113,49443.84439,63935.36311
CTP-nega,1394127.468,1389250.298,1263675.593,1303577.533,1178750.767,1641516.32,1098051.138,999600.0964,691234.4956,809822.0131,989249.155,884427.3649,775796.2297,577935.0754,489052.7942,471647.9405,507859.7331,497419.751,542676.0699,1181833.304,736400.0039,783097.8435,724980.3721,601204.5416,607363.2862
UTP-nega,15442854.73,13709391.1,14176282.74,13336058.56,13521268.11,16512983.24,13858422.67,10749513.65,7842791.375,7921484.623,9649726.031,8947396.013,7267986.403,5977654.75,4867605.567,5214446.387,5829677.517,5221960.641,5755690.202,10135404.09,7510617.576,9140987.399,8350157.264,6821803.864,7040807.211
CDP-choline,144424.4188,123307.7354,103039.6858,56585.25198,99656.66844,76885.81031,81917.33109,165538.6791,250012.9973,184898.0935,43073.61291,59966.2456,50675.64547,78546.51838,89528.44184,88701.79306,39696.44167,62493.75967,104731.8777,105476.8027,56592.08843,42230.18031,62365.3428,54071.34383,77687.60075
dATP-nega,200805.5895,204307.455,152848.0164,154259.0414,137262.4747,172092.7209,186404.5275,126534.4823,117791.9216,132505.1628,156749.3876,124958.0557,80749.11592,103151.6438,52509.25864,85259.60309,89488.1964,103585.9988,100510.1191,140686.5874,70298.31987,71254.13922,84403.08012,79917.02816,63274.24061
Taurodeoxycholic acid,21295.37677,10419.76326,39754.12543,40474.54457,33391.79383,17421.40868,10774.24901,9945.738727,21729.86865,16929.26988,8179.884924,11433.21737,16567.97334,15803.2362,16083.9688,28985.76807,27266.66642,18355.4683,8997.023297,17533.63773,20444.24493,16119.10373,16996.01482,19357.97268,8043.795037
ATP-nega,57394026.6,57654731.15,60872977.37,63460388.59,56062724.91,79998771.65,71436576.1,66397887.69,69532593.38,53060023.45,57991122.4,52774022.71,49738211,43548096.34,40649225.44,38614732.7,36626068.77,39134019.99,41209231.93,62365905.2,49825700.07,53540194.57,50765521.41,46465407.35,44106090.96
dGTP,57156825.88,52948224.98,64345238.35,60453314.52,55947715.75,79855039.88,68082725.55,63338944.22,61758878.44,56895536.8,55256939.02,54150644.26,49351053.59,45502136.99,40662175.05,40557509.52,36414038.79,37319530.86,41343633.27,63365624.25,46317251.33,52127219.94,51712477.03,42297846.64,41960217.28
GTP-nega,2136407.057,1963839.596,2074491.635,1787104.052,1294951.791,2123055.986,1594572.001,1162112.932,1430851.798,1241071.791,1184556.744,1028179.213,979551.5665,836596.341,581956.262,689018.4973,667603.6036,643458.9531,699311.1011,1692230.059,975756.4437,1019433.795,1034109.096,721586.3272,675997.6093
UDP-D-glucose,11543318.26,11915462.89,13518794.42,10724855.77,11601525.03,11940487.92,11698569.2,9908169.823,6443216.559,9483869.968,10213669.15,10132900.31,12274061.19,10304833.46,5906863.518,7019058.985,8767419.781,7862411.535,7670091.305,9897745.485,9216016.367,10071450.95,8636765.832,9510042.312,9156326.308
UDP-D-glucuronate,290526.6489,290601.0478,228036.3012,243712.7783,255078.7915,311586.9546,315872.1771,267729.7178,204351.9474,274547.232,311675.8941,295357.4824,242405.1058,208606.7092,99620.818,153694.2492,149491.3533,128272.2759,195961.5347,481409.7073,289370.7899,377531.5625,336999.8682,235630.9334,307419.3996
ADP-D-glucose,N/A,7590.001376,5076.57066,N/A,11803.75599,N/A,N/A,4365.013978,9288.356283,5725.009054,5066.686504,10129.00253,10118.01935,N/A,5897.912619,5911.08798,10134.71697,N/A,5016.637103,21117.31338,18580.00129,10076.60754,11673.129,14356.2922,7547.77709
"guanosine 5-diphosphate,3-diphosphate",8474.918853,48417.65397,39590.1505,57407.64829,48137.1815,75168.64993,45606.95089,65844.75154,73572.29058,57385.35465,70097.16765,70097.63509,60808.93394,4575.925117,43914.37329,48141.89739,64183.71601,66719.56642,56561.87369,130073.0443,79391.90389,4188.300295,101543.6307,96332.03986,69253.35606
UDP-N-acetyl-glucosamine,7294621.741,7489085.723,8455622.032,5577745.031,8256411.525,7579919.401,7837982.21,7477122.619,5676756.105,6729645.834,6714905.202,6868759.056,4848886.019,6618577.819,5194180.191,5054509.26,5290907.305,5070009.253,4754599.363,3996768.935,5165614.727,4437890.881,4245756.109,4661234.264,4368194.988
glutathione disulfide-nega,29895430.2,29284915.25,31408480.65,27573274.44,34639696.45,23231652.16,26329942.23,22936504.65,21753277.15,30624553.56,24010038.23,27559618.24,24085742.35,26456698.79,23283915.91,22920221.71,27183368.77,23172988.23,25078772.04,21401964.67,24726678.9,22819757.29,24025473.97,28891296.82,26974677.54
NAD+_nega,9399315.627,8640261.473,8116324.129,7903166.089,7922145.918,9286086.684,9109885.107,7966618.308,8208756.617,7432455.989,8297674.733,9304129.28,8188373.624,9620777.034,8443456.462,8919939.92,7908276.727,7694009.025,8260174.643,7959051.027,7783260.283,8173971.142,7906228.909,8796805.535,8141444.333
NADH-nega,119931.0779,142733.0257,117399.1299,110239.5752,122428.2726,118240.8565,106420.22,80936.6433,75048.56437,98808.16352,132534.5473,81925.31495,41419.04483,89522.95155,67503.45811,81925.38724,27027.66392,73475.74282,75171.72345,39693.37959,47293.37998,32936.90125,34628.87308,43913.35423,59964.96463
dephospho-CoA-nega,4222.863751,15200.37587,27087.99962,11815.96069,14276.10497,20825.72456,33138.13943,11740.6041,17885.52333,34625.44416,27971.78817,17067.43206,17637.87142,12665.47055,14303.66313,10841.76171,4222.811511,N/A,6067.173403,18003.61823,10943.5098,7187.377469,11032.41813,21246.95902,7450.930415
cyclic bis(3->5) dimeric GMP,3285.686599,N/A,N/A,N/A,N/A,N/A,4541.132424,N/A,4221.245322,N/A,N/A,4231.205306,N/A,N/A,N/A,5085.835153,N/A,N/A,N/A,N/A,8403.19336,N/A,N/A,N/A,N/A
NADP+_nega,866523.7263,761572.3188,883839.8581,760180.4554,795693.7841,642152.826,462829.8369,759859.6067,742595.7588,579353.2037,481863.6539,498141.1435,377490.0504,446370.3929,415784.8668,393639.4793,324674.0432,371345.0746,478893.9924,617677.6542,398225.9005,416100.8871,322633.2461,405419.1967,291736.7298
NADPH-nega,66723.42318,79390.55196,91212.37616,74510.98463,63344.43321,113174.4236,177361.9476,76822.62299,70903.01569,85305.23084,86990.97031,33782.57426,79377.37523,60806.1523,38849.96876,27027.22033,61651.41659,42214.38336,36367.08603,83633.31028,72633.14053,81924.63453,66731.35511,61652.37175,73484.2605
2-hydroxygluterate,72634961.39,64040195.36,67253141.41,64040778.45,59495680.06,81711777.38,64604664.73,123557451.5,154416864.5,134826267.5,66673180.39,108112160.1,57186584.75,74942848.98,131036048.6,149803112.5,59929536.94,105472879.2,101605339.4,133627851.2,107582188.5,77981897.07,74205135.86,87170355.76,94110922.49
2-deoxyglucose-6-phosphate,2697201.066,3155855.686,2964439.816,2347520.812,3116915.933,4207092.73,4343782.815,5345385.461,6150774.545,4489893.993,3842910.504,4328642.554,4564071.79,6036608.027,6066957.926,7052909.183,4555459.68,5172812.335,5787563.247,4387960.059,5734455.783,5315167.656,5803774.795,6001243.349,4995360.396
4-phosphopantothenate,33265.15579,31207.20948,25144.0746,28916.93981,8565.814005,25257.90388,28687.19771,3190.094898,21189.84946,15296.79145,14992.20366,16790.7357,16754.93733,27836.30058,20748.85123,12660.14477,16900.65009,5560.6884,13823.66011,21087.391,15445.99168,19434.70729,6204.495072,24471.73331,18541.12077
dehydroascorbic acid,1983134.716,1259798.112,425555.9912,1477859.098,979247.3539,1561213.045,3059959.275,1863706.966,2389839.884,2658400.398,1550485.268,2070770.967,1734059.06,1918778.541,657001.6073,1142820.722,492741.229,1157679.261,170370.4953,2686195.695,983496.7523,670290.1051,2093802.552,213482.1877,584206.1026
3-hydroxybuterate,1353963.516,1380323.714,1083973.016,1050974.187,1156058.928,997710.2791,1051742.22,766087.8154,762302.9086,933407.439,1209427.256,1096950.752,1085906.274,984575.3433,1233122.393,860052.3337,1077727.049,731438.045,972423.3765,795295.2436,1047348.142,676523.5263,907849.4871,648853.8861,1222645.464
itaconic acid,12771050.82,11473555.92,10834910.06,11561965.55,10216677.41,17341754.56,16888173.81,22052359.61,31143855.85,24462289.72,19294661.21,25356504.03,16519381.83,17725479.47,27200731.9,35825039.74,23561085.86,25482163.92,24350166.24,30728838.75,29825637.11,23083428.95,25136783.01,26307183.64,27562809.15
cysteine-sulfinate_neg,89114.3421,93739.91233,97975.41218,128357.9447,120836.7017,29558.28389,78104.8845,62499.19054,88464.84526,75148.89883,55737.48258,76032.97735,89485.56435,68408.59874,80219.38295,43074.5583,43700.24531,32945.96049,53191.28616,29551.55224,46003.64503,43062.21989,28714.96047,57157.23192,62230.64777
Urea,3970737.406,3370548.945,3955598.201,2351787.472,3295102.407,2957463.468,3319914.64,3119615.29,2849582.607,3386533.879,2847741.818,2269365.472,2141551.51,3247055.199,2423356.419,2355816.82,1692656.832,2331793.481,3412522.233,1465279.822,2404074.447,1727293.616,1641559.662,2039101.044,1909628.277
ethanolamine,1239019.9,837740.1192,759914.1645,858417.3764,742177.8445,694407.7891,1104522.661,1231237.315,1201813.853,1189645.323,606449.3433,724022.0379,588045.7233,759164.7636,1362744.486,1042306.688,426508.5341,633614.8898,1619965.212,658584.6822,1173276.678,444479.8863,474757.8039,609482.8101,1074391.561
glycine,13512.46792,20267.34793,24494.09567,13515.04322,19423.97004,4221.176252,5911.069763,N/A,5908.860053,N/A,4223.77684,5911.985607,7598.635121,6757.654231,24493.85112,10134.95217,10134.91056,10134.75823,7599.201532,9288.172271,8447.522844,8446.538107,5067.377027,6757.370445,11824.72233
alanine,44036186.71,44106773.83,32930659.92,37615299.74,37019300.97,12286502.31,10039310.56,18271296.85,29148405.24,19353957.86,12995615.45,14218746.98,12415044.85,15825839.89,18375968.54,19610785.13,14563279.6,17534396.52,23175465.37,18063563.43,15459903.73,13276704.57,16095222.45,13809546.77,16087356.68
betaine aldehyde,114190.2054,157224.749,130891.9379,186963.7872,113471.1603,191481.9957,172643.829,105582.7509,120268.084,140044.5828,153649.0344,143531.8048,169551.6876,119478.0628,145678.9321,116074.309,124156.3301,110501.633,156375.9836,149658.1601,114043.5671,178092.601,178958.4867,123377.035,172875.624
choline,453812.5434,183181.0765,140187.9737,N/A,123294.4445,387373.2517,279381.249,256244.3223,127409.736,140523.054,439552.5342,376210.9006,337050.2673,406335.1874,87125.75039,132023.398,270967.4163,319225.7405,400215.5032,231544.9881,419837.3331,141081.8777,370754.4813,103969.1765,390851.8773
4-aminobutyrate,507501.0282,541589.0576,438436.461,468116.1602,393698.0126,441960.3832,333650.1901,538934.7794,714565.0788,570820.9823,370743.1946,382581.7663,302279.386,394059.3405,507573.576,512622.1007,306510.3091,393524.6524,627644.6965,386346.7795,372906.8272,255777.0891,224660.2037,280712.3895,385967.0433
dimethylglycine,974683.2874,1035768.068,972529.1721,818702.974,1021305.563,618395.279,556953.7666,469079.8652,502680.3879,495500.539,495191.1123,417579.5245,366457.4047,474853.5981,531374.4334,508776.2762,498890.4906,386312.1953,545774.2524,282479.849,526137.3162,388181.8326,430900.0639,658463.9456,395935.9523
serine,20299656,19330981.61,17683209.18,17020778.58,16954107.48,12930798.87,12627672.85,14355223.75,11542922.9,12238273.23,11864261.15,12099301.79,13270654.63,12684500.23,12888339.78,10626140.78,10808756.98,12714350.88,13120221.72,10901800.94,11580309.06,9887262.915,8983295.127,11223545.03,11661338.64
cytosine,1576580.323,1589206.225,1749825.147,1540821.79,1623409.857,1911601.953,1790687.862,2084299.137,1754934.204,1600308.843,1915309.038,1572877.136,1849263.356,1620922.767,1876433.973,1859515.341,1710247.468,1719193.569,1666391.346,1582098.507,1595351.713,1539711.094,1445693.813,1669612.383,1453501.677
Creatinine,N/A,N/A,18087.7192,N/A,13818.17204,26748.11498,71735.085,16489.42195,N/A,N/A,N/A,42063.68907,N/A,29937.78434,N/A,N/A,22566.10718,40798.45905,N/A,21039.41778,22988.79402,N/A,30638.72105,9398.501202,31864.90447
proline,178128711.9,182999441.6,195199521.4,178257367.7,188327685.8,192366895.4,199527638.5,182630675.7,188253110.5,190310770,175279757.2,189972820.3,177155953.7,178428839.5,185971980.5,167029049.5,176161540,174481250.6,181395541.9,165159609.3,167066178.5,159098939.4,159201699.7,152791111.4,177302690.5
indole,731146.6351,782148.7882,537498.6158,584360.7442,651770.4739,101993.0101,220399.8251,224978.5043,282921.5773,237392.0154,123160.89,231221.4868,179575.2091,259698.6236,298582.6678,123029.53,145103.9251,106042.953,135240.795,123344.1669,221510.1741,88419.82229,128667.6699,98097.59615,165897.9189
betaine,30205400.64,8139972.64,20140660.17,34218842.87,8230077.197,30390231.39,39491565.61,12151369.48,16645004.9,15104490.1,7108138.346,8289135.891,N/A,19846286.32,12540989.24,13580637.68,24887329.69,7790815.883,6885131.012,7948073.281,9212861.901,6852190.517,7490395.099,18535307.97,10098141.38
valine,6268376.352,5185995.04,3099203.763,4301969.008,4118607.507,235658.3385,305177.2465,360980.2089,524134.7412,411121.983,227445.1742,356084.9939,328172.0429,464977.4471,864528.9789,525245.7599,300893.6503,318580.45,471340.6307,287957.0949,666274.0903,366457.2741,369362.8918,322793.2494,427726.8284
threonine,52282667.28,50794248.7,42354807.71,43239937.41,44851502.02,23025553.72,30637457.25,25802689,26837199.24,30204234.6,17539042.46,13060696.05,12078794.6,14669554.83,14953261.36,8886899.981,7396423.058,7648297.968,11297786.25,6151333.387,11094237.29,7491956.827,11216989.98,7837058.66,7412772.887
homoserine,72080.6371,65642.02339,22521.62217,35485.37058,63453.90281,47707.83635,20273.48702,3292.829161,16044.04811,12837.10741,21215.18279,22733.31976,16865.49766,14014.28891,9313.350991,19367.39724,14388.79684,14058.38629,14218.60399,11763.60059,18588.11591,8445.518021,17810.16699,18571.29321,10055.20565
purine,1148203.764,1222050.525,847447.7015,1073656.86,1255115.543,124621.4499,192282.0222,253696.5485,413549.9964,175504.7531,108330.0291,111632.6371,116656.8139,279480.9751,249000.023,119705.8183,75970.1046,112594.7974,142422.2835,68761.76834,208438.3559,52632.93635,80644.74831,92034.47138,143123.5045
cysteine,47519.26389,39167.75453,83851.84182,85374.38109,29574.43441,128007.6426,183915.6197,136818.8551,95523.58766,72309.18954,47404.21891,96708.33435,176444.5887,106012.7404,113958.7433,131507.9691,5964.228723,70159.24706,37882.58915,96032.2466,84732.99037,93748.95993,63483.33585,5054.018816,37225.43795
creatine,27216.27311,18333.5046,46701.22003,37034.9936,30874.36336,N/A,23393.69186,25178.97609,30035.10685,32585.64425,18830.17007,23043.5473,9786.819084,26124.73013,8868.12263,62535.61359,15898.55639,37817.20584,47562.43276,12403.52809,10877.76247,35853.3531,15628.16426,45794.04696,19123.32538
nicotinamide,1421664.15,1835154.456,2008594.752,1550315.941,1818240.265,2293696.307,2000243.621,2314433.976,1968310.972,1887561.809,2382738.892,1992664.291,1536905.305,2470238.3,2544729.266,1815384.952,1585486.939,2049480.431,1807189.322,1346738.036,1460274.413,2016580.626,1593618.805,1779839.667,1467619.715
Imidazoleacetic acid,85723.25448,232061.1035,237080.0293,243513.0598,256417.034,222978.7674,153227.3842,112222.3931,191640.136,264314.9446,215874.6024,184274.7521,148161.5371,100027.3742,199296.0994,165129.9813,158644.341,86429.13329,267817.4035,141345.2579,228486.8605,112357.3535,122414.8445,175501.8065,44859.0646
thymine,21100.53022,14200.62652,57028.12445,41157.047,18482.92432,N/A,33498.86928,61696.51518,21123.6403,32878.30643,65568.77713,40210.93766,20904.63978,60610.61138,26389.65381,22052.07394,54442.01948,42335.08418,35523.62885,40736.99573,42785.38582,25831.2824,20187.03991,29564.93768,36556.36985
DL-Pipecolic acid,35243178.9,33512687.12,45987042.29,36432114.71,33534466.4,46623855.9,41372371.08,39450244.8,34639036,38709265.89,44932153.38,44137832.34,41457696.28,54422502.99,41025445.55,36980531.61,45013768.99,37377427.35,46990746.16,36827992.12,36522614.37,41319142.41,40979123.58,40601327.31,40062997.43
N-Acetylputrescine,9244.109608,9040.364278,7937.658122,12508.25086,N/A,23588.40536,27937.7233,13763.11898,24373.36755,20441.11652,18673.95973,10280.15121,20448.33292,32464.85616,18079.73862,31411.55084,6844.515419,11060.53345,N/A,31761.69666,16874.18979,38626.48431,16722.55473,19038.94447,13021.42584
hydroxyproline,27154.7781,68401.92967,42913.88164,32562.15748,40961.03378,23074.50133,27906.43154,6896.782159,41038.24521,26181.77465,48964.63556,25700.04821,19698.67819,58194.34781,33966.18949,23433.32091,104729.9208,73744.68345,50659.32827,11487.55385,41294.55278,68271.0557,22503.36852,15344.37725,31102.08049
leucine-isoleucine,240395199.3,237284878,181869070.3,211156578,207410369,39375827.79,36988396.19,79087594.39,117243772.7,66184431.56,41082740.17,61526904.85,58708657.51,92905283.05,111581738.6,81111562.94,52982207.34,73042743.57,66242951.81,53548354.62,89900749.01,59314606.91,61190346.94,55867208.26,86911544.87
ornithine,86321377.24,81826464.29,56751292.65,56475119.6,71378778.31,46657497.95,66108930.09,43888726.6,49241985.37,57712463.12,38033380.6,28703438.87,20093399.34,30409467.08,15977622.55,10075119.43,15331747.84,12085504.98,23739327.86,12362186.82,8293443.715,6627368.264,5617518.698,7016483.253,6977179.271
